                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.79217,                0.40879,                   1.16,                0.99792,                0.99868,                0.99459,                0.78261,                0.95321,                0.33211,                 1.4363,               0.002476,               0.002476,               0.002476
                    154,                0.79426,                0.41271,                 1.1594,                0.99781,                0.99868,                0.99438,                0.78828,                0.94157,                0.32892,                 1.4163,              0.0024265,              0.0024265,              0.0024265
                    155,                  0.797,                0.40895,                 1.1659,                0.99785,                0.99801,                0.99454,                0.78231,                0.95021,                 0.3274,                 1.4245,               0.002377,               0.002377,               0.002377
                    156,                0.80512,                0.40827,                  1.167,                0.99776,                0.99868,                0.99443,                0.78316,                0.94978,                0.32675,                 1.4235,              0.0023275,              0.0023275,              0.0023275
                    157,                0.78671,                 0.4016,                 1.1558,                0.99683,                0.99842,                0.99437,                0.78835,                0.95199,                0.32863,                  1.429,               0.002278,               0.002278,               0.002278
                    158,                0.79655,                0.40799,                 1.1614,                0.99743,                0.99868,                0.99439,                0.78213,                 0.9486,                0.32637,                 1.4279,              0.0022285,              0.0022285,              0.0022285
                    159,                0.79446,                0.40714,                 1.1583,                0.99776,                0.99863,                0.99467,                0.78732,                0.94985,                0.32434,                 1.4279,               0.002179,               0.002179,               0.002179
                    160,                0.79978,                0.41414,                 1.1625,                0.99746,                0.99828,                0.99466,                0.78247,                0.95358,                0.32847,                 1.4327,              0.0021295,              0.0021295,              0.0021295
                    161,                 0.7858,                0.40325,                 1.1504,                0.99731,                0.99804,                0.99475,                0.78055,                0.96297,                0.32688,                 1.4429,                0.00208,                0.00208,                0.00208
                    162,                0.77991,                0.39287,                 1.1541,                0.99718,                0.99756,                0.99429,                0.78241,                0.95456,                0.32746,                 1.4354,              0.0020305,              0.0020305,              0.0020305
                    163,                0.78159,                0.40906,                 1.1592,                0.99753,                0.99828,                0.99444,                0.78104,                 0.9586,                0.32806,                 1.4375,               0.001981,               0.001981,               0.001981
                    164,                0.76535,                0.39069,                 1.1308,                0.99773,                0.99808,                0.99452,                0.78171,                0.95916,                0.32802,                 1.4372,              0.0019315,              0.0019315,              0.0019315
                    165,                0.77958,                0.39775,                 1.1412,                0.99737,                0.99776,                0.99465,                0.78297,                0.95927,                 0.3298,                 1.4421,               0.001882,               0.001882,               0.001882
                    166,                0.77349,                0.39124,                 1.1487,                 0.9976,                0.99776,                0.99436,                  0.786,                0.96316,                0.33026,                 1.4423,              0.0018325,              0.0018325,              0.0018325
                    167,                0.75816,                0.39109,                  1.146,                0.99809,                 0.9984,                0.99428,                0.78126,                0.95754,                 0.3294,                 1.4431,               0.001783,               0.001783,               0.001783
                    168,                0.77442,                 0.3955,                 1.1484,                0.99784,                0.99859,                0.99445,                0.78059,                0.95064,                0.32523,                 1.4357,              0.0017335,              0.0017335,              0.0017335
                    169,                0.76344,                0.39173,                 1.1424,                0.99784,                 0.9977,                0.99474,                0.78167,                0.95208,                0.32655,                 1.4406,               0.001684,               0.001684,               0.001684
                    170,                0.76544,                0.39162,                 1.1341,                0.99761,                0.99784,                0.99474,                0.78108,                0.94924,                0.32361,                 1.4408,              0.0016345,              0.0016345,              0.0016345
                    171,                0.77486,                 0.3909,                 1.1466,                0.99772,                0.99782,                0.99467,                0.78364,                0.95082,                0.32636,                 1.4365,               0.001585,               0.001585,               0.001585
                    172,                0.76744,                0.39119,                 1.1403,                0.99803,                0.99829,                0.99463,                0.78454,                 0.9546,                0.32555,                 1.4404,              0.0015355,              0.0015355,              0.0015355
                    173,                0.75947,                0.38792,                 1.1468,                0.99816,                 0.9977,                0.99462,                 0.7861,                0.95175,                0.32559,                 1.4358,               0.001486,               0.001486,               0.001486
                    174,                0.76039,                0.39103,                 1.1465,                0.99786,                0.99812,                0.99468,                0.78622,                 0.9554,                0.32498,                 1.4423,              0.0014365,              0.0014365,              0.0014365
                    175,                0.76499,                0.38642,                 1.1416,                0.99792,                0.99868,                0.99471,                0.78302,                0.95372,                0.32384,                 1.4434,               0.001387,               0.001387,               0.001387
                    176,                0.75272,                0.37887,                 1.1361,                0.99781,                0.99809,                0.99449,                0.78159,                0.96212,                0.32232,                 1.4517,              0.0013375,              0.0013375,              0.0013375
                    177,                0.74796,                0.38256,                 1.1353,                0.99794,                0.99767,                0.99464,                 0.7829,                 0.9485,                 0.3221,                  1.442,               0.001288,               0.001288,               0.001288
                    178,                0.75756,                0.38875,                 1.1371,                0.99813,                0.99868,                0.99469,                0.78063,                0.95885,                0.32407,                 1.4459,              0.0012385,              0.0012385,              0.0012385
                    179,                 0.7494,                0.37897,                 1.1389,                0.99809,                0.99868,                0.99443,                  0.783,                0.95966,                0.32499,                 1.4471,               0.001189,               0.001189,               0.001189
                    180,                0.75226,                0.38936,                 1.1444,                0.99802,                0.99868,                0.99458,                0.78742,                0.94976,                0.32066,                 1.4422,              0.0011395,              0.0011395,              0.0011395
                    181,                0.75366,                0.38351,                 1.1376,                  0.998,                0.99868,                0.99465,                 0.7838,                0.96015,                0.32027,                 1.4535,                0.00109,                0.00109,                0.00109
                    182,                 0.7399,                0.38039,                  1.129,                0.99801,                0.99839,                0.99475,                0.78302,                0.95901,                0.32094,                 1.4463,              0.0010405,              0.0010405,              0.0010405
                    183,                 0.7519,                0.37899,                 1.1353,                0.99803,                0.99868,                0.99467,                0.78597,                0.95297,                0.32074,                   1.44,               0.000991,               0.000991,               0.000991
                    184,                 0.7523,                0.38015,                 1.1352,                0.99793,                0.99868,                0.99471,                 0.7846,                0.95483,                0.32271,                 1.4413,              0.0009415,              0.0009415,              0.0009415
                    185,                0.75083,                0.38202,                 1.1267,                0.99801,                0.99868,                0.99458,                0.78608,                0.95684,                0.32189,                 1.4449,               0.000892,               0.000892,               0.000892
                    186,                0.75137,                 0.3842,                 1.1377,                0.99803,                0.99868,                0.99462,                0.78573,                0.94944,                0.31932,                   1.44,              0.0008425,              0.0008425,              0.0008425
                    187,                0.75403,                0.37885,                 1.1308,                0.99808,                0.99868,                0.99464,                0.78573,                0.95316,                 0.3197,                 1.4436,               0.000793,               0.000793,               0.000793
                    188,                0.72489,                0.37029,                  1.115,                  0.998,                0.99868,                0.99441,                0.78298,                0.95257,                0.31914,                 1.4421,              0.0007435,              0.0007435,              0.0007435
                    189,                0.73653,                0.37261,                 1.1223,                0.99798,                0.99868,                0.99461,                0.78311,                0.95354,                0.31946,                 1.4455,               0.000694,               0.000694,               0.000694
                    190,                0.71084,                0.30006,                 1.2043,                0.99808,                0.99868,                0.99465,                0.78372,                0.95658,                0.32068,                 1.4481,              0.0006445,              0.0006445,              0.0006445
                    191,                0.68335,                0.28998,                 1.1945,                0.99812,                0.99868,                0.99456,                0.78595,                0.94993,                0.31923,                 1.4396,               0.000595,               0.000595,               0.000595
                    192,                0.67851,                0.28673,                 1.1851,                0.99796,                0.99868,                0.99455,                0.78395,                0.94761,                0.32062,                 1.4365,              0.0005455,              0.0005455,              0.0005455
                    193,                0.67842,                0.28336,                 1.1862,                0.99784,                0.99868,                0.99465,                0.78541,                0.95391,                 0.3199,                 1.4418,               0.000496,               0.000496,               0.000496
                    194,                0.67499,                0.28389,                 1.1852,                0.99809,                0.99868,                0.99471,                0.78531,                0.94827,                0.31863,                 1.4365,              0.0004465,              0.0004465,              0.0004465
                    195,                0.66906,                 0.2812,                 1.1817,                0.99794,                0.99868,                0.99475,                0.78649,                0.94903,                0.32041,                 1.4359,               0.000397,               0.000397,               0.000397
                    196,                0.67189,                0.28014,                 1.1791,                0.99795,                0.99868,                0.99469,                0.78699,                0.95022,                0.31988,                 1.4396,              0.0003475,              0.0003475,              0.0003475
                    197,                0.66829,                0.27765,                 1.1742,                0.99797,                0.99868,                0.99465,                0.78761,                0.94757,                0.31996,                 1.4388,               0.000298,               0.000298,               0.000298
                    198,                0.66394,                0.27758,                 1.1719,                0.99801,                0.99868,                0.99463,                0.78732,                0.94616,                0.31694,                 1.4366,              0.0002485,              0.0002485,              0.0002485
                    199,                0.65978,                0.27584,                 1.1703,                 0.9981,                0.99868,                0.99459,                0.78656,                0.94542,                0.31725,                 1.4347,               0.000199,               0.000199,               0.000199
