                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.64486,                0.31533,                 1.0782,                0.99805,                0.99868,                 0.9947,                0.78387,                0.96175,                0.29404,                 1.5138,               0.002278,               0.002278,               0.002278
                    158,                0.64301,                0.31908,                 1.0787,                0.99773,                0.99868,                0.99479,                0.78688,                 0.9541,                0.29758,                 1.5107,              0.0022285,              0.0022285,              0.0022285
                    159,                0.64659,                0.32201,                 1.0822,                0.99828,                0.99868,                0.99469,                0.78222,                0.95504,                0.29758,                 1.5184,               0.002179,               0.002179,               0.002179
                    160,                0.64935,                0.32196,                 1.0824,                0.99782,                0.99803,                0.99488,                0.78154,                0.95622,                0.29546,                 1.5134,              0.0021295,              0.0021295,              0.0021295
                    161,                0.64879,                0.31818,                 1.0803,                0.99797,                0.99868,                0.99479,                 0.7833,                0.95938,                 0.2967,                 1.5183,                0.00208,                0.00208,                0.00208
                    162,                0.62933,                0.31179,                 1.0754,                0.99796,                0.99868,                0.99475,                0.78114,                0.96334,                0.29885,                 1.5223,              0.0020305,              0.0020305,              0.0020305
                    163,                0.64091,                0.32293,                 1.0767,                0.99794,                0.99868,                0.99478,                0.78274,                0.96253,                0.29641,                 1.5185,               0.001981,               0.001981,               0.001981
                    164,                0.62268,                0.30592,                 1.0623,                0.99787,                0.99868,                0.99474,                0.78478,                0.96531,                0.29518,                 1.5259,              0.0019315,              0.0019315,              0.0019315
                    165,                0.62842,                0.31361,                 1.0641,                0.99816,                0.99845,                0.99487,                0.78495,                0.96126,                0.29742,                 1.5231,               0.001882,               0.001882,               0.001882
                    166,                0.62397,                0.30687,                 1.0698,                 0.9982,                0.99852,                0.99485,                0.78378,                0.96128,                 0.2985,                 1.5257,              0.0018325,              0.0018325,              0.0018325
                    167,                0.61782,                0.30688,                 1.0697,                0.99794,                0.99868,                0.99473,                0.78694,                0.95592,                0.29435,                 1.5197,               0.001783,               0.001783,               0.001783
                    168,                 0.6213,                0.30703,                 1.0658,                0.99721,                0.99868,                0.99466,                0.78557,                0.95428,                0.29144,                 1.5211,              0.0017335,              0.0017335,              0.0017335
                    169,                 0.6206,                0.30534,                 1.0694,                0.99796,                0.99868,                0.99473,                 0.7847,                0.95753,                0.29306,                 1.5253,               0.001684,               0.001684,               0.001684
                    170,                  0.623,                0.31029,                 1.0654,                0.99802,                0.99868,                0.99481,                0.78565,                0.95716,                  0.298,                 1.5306,              0.0016345,              0.0016345,              0.0016345
                    171,                0.61474,                 0.3035,                 1.0621,                0.99792,                0.99868,                0.99481,                0.78618,                0.95973,                0.29912,                 1.5374,               0.001585,               0.001585,               0.001585
                    172,                0.61344,                0.30346,                 1.0549,                0.99795,                0.99868,                0.99485,                0.78508,                0.96676,                 0.2988,                 1.5473,              0.0015355,              0.0015355,              0.0015355
                    173,                0.60494,                0.29824,                 1.0616,                0.99734,                0.99847,                0.99476,                0.78676,                0.96361,                 0.3007,                 1.5494,               0.001486,               0.001486,               0.001486
                    174,                0.60581,                0.29694,                 1.0661,                0.99735,                0.99857,                0.99468,                0.78703,                0.95727,                0.29802,                 1.5351,              0.0014365,              0.0014365,              0.0014365
                    175,                0.60303,                0.29485,                 1.0579,                0.99739,                0.99868,                0.99468,                0.78834,                0.95493,                0.29707,                 1.5329,               0.001387,               0.001387,               0.001387
                    176,                0.60523,                0.29496,                 1.0609,                0.99805,                0.99868,                0.99468,                 0.7888,                0.96115,                0.29673,                 1.5409,              0.0013375,              0.0013375,              0.0013375
                    177,                0.60581,                0.30128,                 1.0531,                0.99807,                0.99868,                0.99467,                0.78683,                0.96013,                0.29775,                 1.5439,               0.001288,               0.001288,               0.001288
                    178,                0.59608,                0.29745,                 1.0535,                0.99829,                0.99868,                0.99465,                0.78881,                0.95787,                0.29724,                 1.5352,              0.0012385,              0.0012385,              0.0012385
                    179,                0.59947,                0.29464,                 1.0586,                 0.9982,                0.99868,                0.99467,                0.78778,                0.95703,                0.29504,                 1.5421,               0.001189,               0.001189,               0.001189
                    180,                0.59839,                0.29374,                 1.0574,                0.99829,                0.99868,                0.99464,                0.79027,                0.95286,                0.29396,                 1.5393,              0.0011395,              0.0011395,              0.0011395
                    181,                0.59858,                 0.2934,                 1.0501,                0.99808,                0.99868,                 0.9947,                0.78704,                0.95354,                0.29645,                 1.5398,                0.00109,                0.00109,                0.00109
                    182,                0.59486,                0.28902,                 1.0499,                0.99732,                0.99868,                0.99464,                0.78668,                0.95505,                0.29687,                 1.5395,              0.0010405,              0.0010405,              0.0010405
                    183,                0.58296,                0.28599,                 1.0451,                 0.9973,                0.99868,                0.99463,                0.78871,                0.95575,                0.29546,                 1.5458,               0.000991,               0.000991,               0.000991
                    184,                0.58659,                0.28552,                 1.0561,                0.99732,                0.99868,                0.99459,                0.78594,                0.95652,                0.29818,                 1.5531,              0.0009415,              0.0009415,              0.0009415
                    185,                 0.5835,                 0.2878,                 1.0427,                0.99725,                0.99868,                0.99459,                0.78637,                0.95414,                0.29201,                 1.5487,               0.000892,               0.000892,               0.000892
                    186,                 0.5842,                0.28988,                 1.0466,                0.99808,                0.99868,                0.99467,                0.78633,                0.95316,                0.29317,                 1.5486,              0.0008425,              0.0008425,              0.0008425
                    187,                0.59205,                0.28622,                 1.0484,                0.99816,                0.99868,                 0.9947,                0.78526,                0.95269,                0.29304,                 1.5479,               0.000793,               0.000793,               0.000793
                    188,                0.56125,                0.27742,                 1.0345,                0.99818,                0.99868,                0.99465,                0.78689,                0.95055,                0.29262,                 1.5485,              0.0007435,              0.0007435,              0.0007435
                    189,                0.58271,                0.28301,                 1.0441,                0.99816,                0.99868,                0.99468,                0.78687,                0.95317,                0.29368,                 1.5567,               0.000694,               0.000694,               0.000694
                    190,                0.51903,                0.21459,                 1.0454,                0.99819,                0.99868,                0.99473,                0.78526,                0.95001,                0.29365,                 1.5535,              0.0006445,              0.0006445,              0.0006445
                    191,                0.49512,                0.20683,                 1.0442,                0.99821,                0.99868,                0.99471,                0.78295,                0.94998,                0.29245,                 1.5463,               0.000595,               0.000595,               0.000595
                    192,                 0.4946,                0.20538,                 1.0357,                0.99825,                0.99868,                0.99468,                0.78497,                0.95206,                0.29313,                  1.547,              0.0005455,              0.0005455,              0.0005455
                    193,                0.49714,                0.20456,                  1.038,                0.99825,                0.99868,                0.99465,                0.78337,                0.95564,                0.29402,                 1.5506,               0.000496,               0.000496,               0.000496
                    194,                0.48595,                0.20051,                 1.0328,                0.99827,                0.99868,                0.99464,                0.78307,                 0.9577,                0.29514,                 1.5583,              0.0004465,              0.0004465,              0.0004465
                    195,                0.47804,                0.20017,                 1.0271,                0.99832,                0.99868,                 0.9946,                0.78508,                0.95438,                0.29455,                 1.5574,               0.000397,               0.000397,               0.000397
                    196,                0.48409,                0.19999,                 1.0294,                0.99828,                0.99868,                0.99457,                 0.7851,                0.95367,                0.29408,                 1.5583,              0.0003475,              0.0003475,              0.0003475
                    197,                0.47613,                 0.1953,                 1.0188,                0.99828,                0.99868,                0.99455,                0.78502,                0.95581,                0.29378,                 1.5629,               0.000298,               0.000298,               0.000298
                    198,                  0.474,                0.19835,                 1.0258,                0.99826,                0.99868,                0.99454,                0.78312,                0.95521,                0.29207,                 1.5624,              0.0002485,              0.0002485,              0.0002485
                    199,                 0.4648,                0.19318,                 1.0168,                0.99828,                0.99868,                0.99457,                0.78214,                0.95707,                0.29321,                 1.5629,               0.000199,               0.000199,               0.000199
